,actual,corrected,anomaly,predicted
2024-03-19 05:15:00,438.65,524.0890612244898,False,524.0890612244898
2024-03-19 05:30:00,437.72,524.0797632653062,False,524.0797632653062
2024-03-19 05:45:00,440.53,524.0704653061225,False,524.0704653061225
2024-03-19 06:00:00,439.49,524.0611673469389,False,524.0611673469389
2024-03-19 06:15:00,438.81,524.0518693877551,False,524.0518693877551
2024-03-19 06:30:00,435.97,524.0425714285714,False,524.0425714285714
2024-03-19 06:45:00,436.86,524.0332734693878,False,524.0332734693878
2024-03-19 07:00:00,437.18,524.0239755102041,False,524.0239755102041
2024-03-19 07:15:00,437.6,524.0146775510204,False,524.0146775510204
2024-03-19 07:30:00,435.97,524.0053795918368,False,524.0053795918368
2024-03-19 07:45:00,437.68,523.9960816326532,False,523.9960816326532
2024-03-19 08:00:00,438.17,523.9867836734695,False,523.9867836734695
2024-03-19 08:15:00,437.93,523.9774857142858,False,523.9774857142858
2024-03-19 08:30:00,436.71,523.9681877551021,False,523.9681877551021
2024-03-19 08:45:00,436.8,523.9588897959184,False,523.9588897959184
2024-03-19 09:00:00,435.8,523.9495918367347,False,523.9495918367347
2024-03-19 09:15:00,437.27,523.9402938775511,False,523.9402938775511
2024-03-19 09:30:00,436.91,523.9309959183673,False,523.9309959183673
2024-03-19 09:45:00,435.81,523.9216979591837,False,523.9216979591837
2024-03-19 10:00:00,435.09,523.9123999999999,False,523.9123999999999
2024-03-19 10:15:00,436.57,523.9031020408163,False,523.9031020408163
2024-03-19 10:30:00,438.04,523.8938040816325,False,523.8938040816325
2024-03-19 10:45:00,437.45,523.8845061224489,False,523.8845061224489
2024-03-19 11:00:00,434.81,523.8752081632653,False,523.8752081632653
2024-03-19 11:15:00,436.44,523.8659102040816,False,523.8659102040816
2024-03-19 11:30:00,437.93,523.8566122448979,False,523.8566122448979
2024-03-19 11:45:00,437.07,523.8473142857142,False,523.8473142857142
2024-03-19 12:00:00,436.51,523.8380163265306,False,523.8380163265306
2024-03-19 12:15:00,435.67,523.8287183673469,False,523.8287183673469
2024-03-19 12:30:00,435.69,523.8194204081633,False,523.8194204081633
2024-03-19 12:45:00,436.02,523.8101224489797,False,523.8101224489797
2024-03-19 13:00:00,434.55,523.800824489796,False,523.800824489796
2024-03-19 13:15:00,436.01,523.7915265306123,False,523.7915265306123
2024-03-19 13:30:00,435.2,523.7822285714285,False,523.7822285714285
2024-03-19 13:45:00,434.68,523.772930612245,False,523.772930612245
2024-03-19 14:00:00,435.08,523.7636326530612,False,523.7636326530612
2024-03-19 14:15:00,434.07,523.7543346938776,False,523.7543346938776
2024-03-19 14:30:00,435.87,523.7450367346939,False,523.7450367346939
2024-03-19 14:45:00,434.63,523.7357387755103,False,523.7357387755103
2024-03-19 15:00:00,435.57,523.7264408163267,False,523.7264408163267
2024-03-19 15:15:00,435.69,523.7171428571429,False,523.7171428571429
2024-03-19 15:30:00,432.78,523.7078448979593,False,523.7078448979593
2024-03-19 15:45:00,435.3,523.6985469387755,False,523.6985469387755
2024-03-19 16:00:00,435.67,523.6892489795919,False,523.6892489795919
2024-03-19 16:15:00,433.64,523.6799510204082,False,523.6799510204082
2024-03-19 16:30:00,434.64,523.6706530612244,False,523.6706530612244
2024-03-19 16:45:00,435.22,523.6613551020407,False,523.6613551020407
